location,size,total_sqft,bath,price,Place
Haralur Road,3 BHK,2475,4,130,Bengaluru
Jakkur,4 BHK,2249.81 - 4112.19,,260.5,Bengaluru
7th Phase JP Nagar,4 BHK,2503,4,188,Bengaluru
Marathahalli,4 BHK,2524,5,190,Bengaluru
Kaggadasapura,2 BHK,1063,2,42,Bengaluru
Kanakpura Road,2 BHK,1077,2,37.7,Bengaluru
Manayata Tech Park,2 BHK,1200,3,44,Bengaluru
Hosakerehalli,4 BHK,1500,3,70,Bengaluru
Jalahalli,2 BHK,1045,2,76.77,Bengaluru
Kanakapura,3 BHK,1290,2,45.15,Bengaluru
Hoodi,2 BHK,1400,2,78,Bengaluru
Begur Road,3 BHK,1600,3,58.14,Bengaluru
Jayanagar,3 BHK,3095,3,375,Bengaluru
Nagavara,3 BHK,1545,2,58,Bengaluru
Sarjapur  Road,3 BHK,1680,3,112,Bengaluru
Amruthnagar,2 BHK,1350,2,67.5,Bengaluru
Gottigere,2 BHK,950,2,38,Bengaluru
Thanisandra,2 BHK,1050,2,45,Bengaluru
Banashankari Stage V,3 BHK,1305,2,49,Bengaluru
Hosakerehalli,4 Bedroom,800,4,120,Bengaluru
Kodichikkanahalli,5 BHK,2700,7,125,Bengaluru
MS Pallya,3 Bedroom,1100,3,78,Bengaluru
Thanisandra,6 Bedroom,3500,5,160,Bengaluru
Begur Road,3 BHK,1634,3,83.33,Bengaluru
Prithvi Layout,2 BHK,1352,2,85,Bengaluru
Balagere,2 BHK,1145,2,65,Bengaluru
Alfa Garden Layout,2 BHK,1240,2,43.79,Bengaluru
7th Phase JP Nagar,3 BHK,2200,3,190,Bengaluru
Bommasandra Industrial Area,2 BHK,1020,2,39,Bengaluru
Palace Guttahalli,4 BHK,3600,4,365,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1168,2,61,Bengaluru
Electronic City Phase II,2 BHK,1205,2,75,Bengaluru
Yeshwanthpur,2 BHK,1195,2,100,Bengaluru
CV Raman Nagar,2 BHK,1028,2,49,Bengaluru
Akshya Nagar,2 BHK,1175,2,48.27,Bengaluru
Pai Layout,3 BHK,1550,2,90,Bengaluru
Yeshwanthpur,3 BHK,1826,3,165,Bengaluru
Hoodi,5 Bedroom,2400,5,160,Bengaluru
Yelahanka,3 BHK,1603,3,96,Bengaluru
Marathahalli,3 BHK,1350,3,72,Bengaluru
KR Puram,1 BHK,714,1,28,Bengaluru
Whitefield,2 BHK,1215,2,65,Bengaluru
Malleshpalya,3 BHK,1405,2,77,Bengaluru
KR Puram,2 BHK,1142,2,51,Bengaluru
Akshaya Vana,4 Bedroom,4000,4,170,Bengaluru
Whitefield,3 BHK,1870,3,90,Bengaluru
Subramanyapura,2 BHK,1313,2,73,Bengaluru
Hennur Gardens,3 BHK,1945,3,120,Bengaluru
Thanisandra,3 BHK,1573,3,95,Bengaluru
Sarjapur  Road,2 BHK,1255,2,92,Bengaluru
Benson Town,4 BHK,1400,3,91.15,Bengaluru
Kannamangala,2 BHK,1235,2,43.63,Bengaluru
Sarjapur  Road,3 BHK,1380,2,52,Bengaluru
Ramamurthy Nagar,7 Bedroom,1500,9,250,Bengaluru
Vittasandra,2 BHK,1238,2,67,Bengaluru
Chennammana Kere,3 BHK,1465,2,74.72,Bengaluru
Thigalarapalya,2 BHK,1418,2,103,Bengaluru
Victoria Layout,3 BHK,1650,3,165,Bengaluru
 Anekal,1 RK,351,1,16,Bengaluru
Uttarahalli,2 BHK,1279,2,48,Bengaluru
Kasavanhalli,3 Bedroom,1870,3,200,Bengaluru
BCC Layout,4 Bedroom,1500,5,230,Bengaluru
Hebbal,3 BHK,2526,2,250,Bengaluru
Mathikere,3 Bedroom,1550,2,150,Bengaluru
Rajaji Nagar,4 BHK,3436 - 3643,,424.5,Bengaluru
Uttarahalli,3 BHK,1845,2,68.27,Bengaluru
Motappa Layout,3 BHK,1360,2,59.27,Bengaluru
Friends Colony,3 BHK,1150,2,75,Bengaluru
Whitefield,2 BHK,1260,2,49.5,Bengaluru
Doddabidrakallu,3 Bedroom,1200,3,74,Bengaluru
Dasanapura,2 BHK,965,2,42.5,Bengaluru
Hoodi,3 BHK,1350,2,48,Bengaluru
Bhoganhalli,2 BHK,1447,2,75.97,Bengaluru
Arehalli,3 BHK,1229,3,86.03,Bengaluru
Kudlu,2 BHK,1027,2,43,Bengaluru
Gottigere,2 BHK,1153,2,48.5,Bengaluru
Whitefield,4 BHK,2830 - 2882,5,145.5,Bengaluru
Malleshpalya,2 BHK,1065,2,50,Bengaluru
Tala Cauvery Layout,2 BHK,1030,2,61,Bengaluru
Mallasandra,2 BHK,1340,2,61,Bengaluru
Marathahalli,4 BHK,4000,5,212,Bengaluru
Sri Balaji Krupa Layout,1 Bedroom,600,1,32,Bengaluru
Begur Road,3 BHK,1410,2,44.42,Bengaluru
Varthur,2 BHK,1055,2,45.35,Bengaluru
Yelahanka,2 BHK,1304,2,79,Bengaluru
Sadashiva Nagar,4 BHK,2720,4,485,Bengaluru
Kammasandra,2 BHK,990,2,31.5,Bengaluru
7th Phase JP Nagar,2 BHK,1035,2,39.33,Bengaluru
Tumkur Road,1 BHK,596 - 804,1,30.09,Bengaluru
Sonnenahalli,2 BHK,1120,2,43,Bengaluru
Haralur Road,2 BHK,1300,2,73,Bengaluru
Tumkur Road,2 BHK,1239,2,82,Bengaluru
Sarjapur  Road,3 BHK,1403,3,51.63,Bengaluru
Hosa Road,2 BHK,1365,2,92,Bengaluru
8th block Koramangala,2 BHK,1165,2,135,Bengaluru
Subramanyapura,3 BHK,1130,2,45.19,Bengaluru
Green Glen Layout,3 BHK,1776.42,3,105,Bengaluru
Vidyaranyapura,4 Bedroom,900,4,175,Bengaluru
Haralur Road,2 BHK,1194,2,47,Bengaluru
Bidadi,2 BHK,1107,2,33,Bengaluru
Nagavara,3 BHK,2319,3,180,Bengaluru
Nallurhalli,3 BHK,1520,3,80,Bengaluru
Kannamangala,3 BHK,1536,3,89,Bengaluru
Teachers Colony,4 BHK,3000,4,240,Bengaluru
Belathur,2 BHK,1050,2,38,Bengaluru
Hoodi,3 BHK,1850,3,146,Bengaluru
Billekahalli,2 BHK,1112,2,62,Bengaluru
Marathahalli,3 BHK,1535,3,72.5,Bengaluru
Kanakpura Road,2 BHK,1050,2,35,Bengaluru
Banashankari,4 Bedroom,2400,3,370,Bengaluru
7th Phase JP Nagar,3 BHK,1250,3,65,Bengaluru
Kalena Agrahara,2 BHK,1187,2,52,Bengaluru
9th Phase JP Nagar,2 BHK,1164,2,56,Bengaluru
Electronic City Phase II,3 BHK,1395,2,62.78,Bengaluru
Arekere,3 BHK,2072,3,108,Bengaluru
Kanakpura Road,3 BHK,1450,3,60.91,Bengaluru
Bannerghatta Road,3 BHK,1550,3,82,Bengaluru
Sampige Layout,2 BHK,1315,2,90,Bengaluru
Hebbal,4 BHK,3067,4,230,Bengaluru
Amruthnagar,2 BHK,1210,2,72,Bengaluru
Bisuvanahalli,3 BHK,1075,2,47,Bengaluru
Sathya Sai Layout,6 BHK,11338,9,1000,Bengaluru
Virgonagar,3 BHK,1215,3,42.2,Bengaluru
Kaggadasapura,3 BHK,1470,2,75,Bengaluru
Dodsworth Layout,4 Bedroom,30000,4,2100,Bengaluru
Hosur Road,3 BHK,1590,2,125,Bengaluru
Kanakpura Road,2 BHK,1050,2,36.75,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1306,2,55.91,Bengaluru
Malleshwaram,3 BHK,2000,3,250,Bengaluru
"Kudlu Village, ",3 BHK,1445,3,64,Bengaluru
Sarjapur  Road,3 BHK,1220,3,58,Bengaluru
Sarjapur,4 Bedroom,3190,3,160,Bengaluru
Ramagondanahalli,2 BHK,1215,2,51.26,Bengaluru
Budigere,3 BHK,1920,2,88,Bengaluru
Dodda Nekkundi,2 BHK,1390,2,60,Bengaluru
Battarahalli,3 Bedroom,800,2,75,Bengaluru
Nagarbhavi,3 Bedroom,600,3,100,Bengaluru
Hoodi,2 BHK,1196,2,71.74,Bengaluru
Bannerghatta Road,3 BHK,1550,2,75,Bengaluru
Thigalarapalya,2 BHK,1418,2,101,Bengaluru
Varthur Road,3 BHK,1655,3,115,Bengaluru
KR Puram,2 BHK,1115,2,33.45,Bengaluru
Rajiv Gandhi Nagar,2 BHK,1170,2,68,Bengaluru
Anekal,2 BHK,1035,2,38.3,Bengaluru
Singasandra,3 BHK,1306,2,58,Bengaluru
Kengeri,2 BHK,750,2,22,Bengaluru
Thanisandra,3 BHK,1917,3,122,Bengaluru
Kaggadasapura,3 BHK,1615,3,58,Bengaluru
Marathahalli,2 BHK,1071,2,52.25,Bengaluru
Koramangala,2 BHK,1325,2,119,Bengaluru
Malleshwaram,7 Bedroom,3000,4,900,Bengaluru
5th Phase JP Nagar,3 BHK,1400,2,88,Bengaluru
Tumkur Road,2 BHK,1246,2,82,Bengaluru
Sarjapur,2 BHK,1215,2,40,Bengaluru
Munnekollal,2 BHK,1200,2,49.5,Bengaluru
Kurubarahalli,4 Bedroom,450,3,53,Bengaluru
Kodigehaali,2 BHK,1200,2,60,Bengaluru
Kaval Byrasandra,2 BHK,945,2,50,Bengaluru
Benson Town,4 BHK,4460,5,650,Bengaluru
Hormavu,2 BHK,1175,2,52,Bengaluru
Whitefield,2 BHK,920,2,63,Bengaluru
Hosakerehalli,4 BHK,3024,5,350,Bengaluru
Bidadi,2 Bedroom,1600,2,110,Bengaluru
Sanjay nagar,4 Bedroom,750,2,110,Bengaluru
Sector 4 HSR Layout,4 Bedroom,2400,4,700,Bengaluru
Bhagyalakshmi Avenue,2 BHK,955,1,34.01,Bengaluru
Ardendale,3 BHK,1750,3,100,Bengaluru
Uttarahalli,3 BHK,1425,2,64,Bengaluru
Basavangudi,3 BHK,2150,3,265,Bengaluru
Whitefield,2 BHK,1165,2,40.5,Bengaluru
Kaggadasapura,2 BHK,1050,2,48,Bengaluru
Cholanayakanahalli,3 BHK,1370,2,75,Bengaluru
Electronic City,3 BHK,1374,2,72,Bengaluru
Harlur,3 BHK,1754,3,124,Bengaluru
Kothanur,3 BHK,1847,3,110,Bengaluru
Ambedkar Nagar,3 BHK,1850,4,139,Bengaluru
Chikka Tirupathi,3 Bedroom,3297,3,135,Bengaluru
Doddakannelli,2 BHK,1187,2,45,Bengaluru
Bommasandra Industrial Area,3 BHK,1400,2,40.44,Bengaluru
Kengeri Hobli,3 Bedroom,600,2,30,Bengaluru
Chamrajpet,2 BHK,1350,2,180,Bengaluru
Doddaballapur,3 Bedroom,3000,2,120,Bengaluru
Thanisandra,1 BHK,693,1,34.3,Bengaluru
Dairy Circle,3 BHK,1980,3,224,Bengaluru
KR Puram,2 BHK,1021,2,48,Bengaluru
Thigalarapalya,2 BHK,1165,2,95,Bengaluru
Horamavu Agara,3 BHK,1756,3,92,Bengaluru
Bharathi Nagar,3 BHK,1739,3,105,Bengaluru
Varthur,2 BHK,1280,2,65,Bengaluru
Marathahalli,2 BHK,1215,2,58.86,Bengaluru
Munnekollal,2 BHK,950,2,46.5,Bengaluru
Kengeri,3 BHK,1082,2,49,Bengaluru
7th Phase JP Nagar,2 BHK,1050,2,42,Bengaluru
Devanahalli,2 BHK,1080,2,53.35,Bengaluru
Arekere,2 BHK,1100,2,55,Bengaluru
Ardendale,4 Bedroom,3200,4,205,Bengaluru
Sarjapur  Road,2 BHK,1311,2,78,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1608,3,67.98,Bengaluru
Begur Road,2 BHK,1160,2,36,Bengaluru
Whitefield,2 BHK,1170,2,71,Bengaluru
Kengeri,2 BHK,1155,2,40.6,Bengaluru
Hebbal,3 BHK,1255,2,77.68,Bengaluru
Rayasandra,2 BHK,1065,2,44.95,Bengaluru
Neeladri Nagar,1 BHK,674,1,21,Bengaluru
Ambedkar Nagar,3 BHK,1936,4,126,Bengaluru
Sarakki Nagar,3 BHK,2289,3,260,Bengaluru
Abbaiah Reddy Layout,2 BHK,1100,2,38.45,Bengaluru
Ramagondanahalli,3 BHK,2257,4,157,Bengaluru
Nagarbhavi,2 BHK,1055,2,55,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1530,3,51.87,Bengaluru
Dinnur,3 BHK,1700,3,97,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1575,2,78,Bengaluru
Frazer Town,3 BHK,3500,4,330,Bengaluru
Rajiv Nagar,2 BHK,1263,2,93.32,Bengaluru
KR Puram,3 BHK,1255 - 1863,3,69.315,Bengaluru
Kengeri Satellite Town,2 BHK,1043,2,65,Bengaluru
Hennur,2 BHK,1255,2,53.5,Bengaluru
JP Nagar,2 BHK,1300 - 1405,2,93.865,Bengaluru
Chandapura,1 BHK,590,1,13.57,Bengaluru
Yelahanka,3 Bedroom,1550,3,120,Bengaluru
Sarjapur  Road,3 BHK,1220,3,56,Bengaluru
Rustam Bagh Layout,3 BHK,1900,3,160,Bengaluru
Vasantha Vallabha Nagar,3 BHK,1360,3,55,Bengaluru
Vyalikaval,2 BHK,1100,2,75,Bengaluru
8th Phase JP Nagar,3 BHK,1455,3,73.31,Bengaluru
KR Puram,2 BHK,1035,2,40.5,Bengaluru
Harlur,2 BHK,1152,2,69,Bengaluru
Bellandur,2 BHK,1299,2,82,Bengaluru
Sarjapur  Road,3 BHK,1157,2,75,Bengaluru
Rachenahalli,2 BHK,1050,2,52.5,Bengaluru
Pai Layout,2 BHK,1050,2,40,Bengaluru
Vittasandra,2 BHK,1246,2,67.4,Bengaluru
"Sarjapur Road, ",3 BHK,1929,3,115,Bengaluru
Hennur,2 BHK,1285,2,60,Bengaluru
Margondanahalli,3 Bedroom,1200,2,65,Bengaluru
"Banaswadi, ",4 BHK,3161,4,214,Bengaluru
BTM 2nd Stage,3 BHK,1850,3,170,Bengaluru
Sompura,3 BHK,1025,2,37,Bengaluru
Malleshwaram,2 BHK,1124,3,80,Bengaluru
Balagere,2 BHK,1012,2,54.59,Bengaluru
Giri Nagar,7 BHK,4500,5,250,Bengaluru
8th Phase JP Nagar,2 BHK,871,2,55,Bengaluru
Chinnapanahalli,2 BHK,1020,2,40,Bengaluru
Rachenahalli,3 BHK,1550,3,73.5,Bengaluru
Anand Nagar,3 Bedroom,3515,3,420,Bengaluru
Akshaya Nagar,3 BHK,1410,2,80,Bengaluru
Chikka Tirupathi,4 Bedroom,3500,5,150,Bengaluru
Whitefield,2 BHK,1118,2,75,Bengaluru
Thanisandra,2 BHK,1098,2,68,Bengaluru
Kanakapura,2 BHK,1130,2,45.2,Bengaluru
Sarjapur  Road,2 BHK,1145,2,75,Bengaluru
Kadugodi,3 Bedroom,950,3,80,Bengaluru
Balaji Gardens Layout,2 BHK,1051,2,33,Bengaluru
Thavarekere,7 Bedroom,600,7,108,Bengaluru
Marathahalli,2 BHK,1102,2,53.67,Bengaluru
Jalahalli,2 BHK,1478,2,125,Bengaluru
Chandapura,1 BHK,645,1,16.45,Bengaluru
Hebbal,2 BHK,823,2,50.63,Bengaluru
Abbigere,2 BHK,880,2,35,Bengaluru
KR Puram,4 Bedroom,600,5,75,Bengaluru
Budigere,3 BHK,1991,4,100,Bengaluru
TC Palaya,3 BHK,1100,3,50,Bengaluru
Gubbalala,3 BHK,1745,3,115,Bengaluru
HAL 2nd Stage,2 BHK,1226,3,135,Bengaluru
Begur Road,3 Bedroom,680,4,68,Bengaluru
 Devarabeesana Halli,2 BHK,1100,2,70,Bengaluru
Banashankari Stage VI,4 Bedroom,1200,4,195,Bengaluru
5th Phase JP Nagar,2 BHK,1450,2,58,Bengaluru
Singasandra,4 BHK,3366,4,120,Bengaluru
Sahakara Nagar,2 BHK,1150,2,54,Bengaluru
Kanakpura Road,3 BHK,1843,3,95.84,Bengaluru
Banashankari Stage VI,4 Bedroom,2200,4,195,Bengaluru
Bommanahalli,2 BHK,1090,3,44,Bengaluru
Kaggadasapura,2 BHK,1132,2,42,Bengaluru
Hulimavu,2 BHK,1375,2,80,Bengaluru
7th Phase JP Nagar,4 Bedroom,1500,5,220,Bengaluru
Thanisandra,1 BHK,760,1,50.3,Bengaluru
Kaggadasapura,2 BHK,1180,2,65,Bengaluru
Jigani,2 BHK,918,2,45,Bengaluru
Rachenahalli,5 Bedroom,600,5,50,Bengaluru
Margondanahalli,2 Bedroom,1200,1,53,Bengaluru
HSR Layout,2 BHK,1372,2,61,Bengaluru
1st Block HRBR Layout,7 Bedroom,2400,7,355,Bengaluru
Ardendale,3 BHK,1728,3,95,Bengaluru
Malleshwaram,3 BHK,2215,3,275,Bengaluru
BTM 2nd Stage,2 BHK,1200,2,80,Bengaluru
6th Phase JP Nagar,2 BHK,1280,2,56,Bengaluru
Hulimavu,4 Bedroom,800,4,110,Bengaluru
Byrasandra,3 BHK,1455,2,56,Bengaluru
 Rachenahalli,1 RK,440,1,28,Bengaluru
Kanakpura Road,3 Bedroom,1500,3,97,Bengaluru
Whitefield,3 BHK,1800,3,110,Bengaluru
Mysore Road,3 BHK,1525,3,96,Bengaluru
Rachenahalli,2 BHK,1204,2,38.5,Bengaluru
Old Madras Road,2 BHK,1225,2,53.55,Bengaluru
Kalyan nagar,6 Bedroom,800,6,98,Bengaluru
Bannerghatta Road,3 BHK,1650,3,122,Bengaluru
Electronic City,3 BHK,880,2,18,Bengaluru
Bikasipura,4 Bedroom,4200,4,255,Bengaluru
Tippenahalli,2 Bedroom,1200,2,55,Bengaluru
Sarjapur  Road,4 Bedroom,1152,4,230,Bengaluru
9th Phase JP Nagar,2 BHK,1005,2,42,Bengaluru
Whitefield,3 BHK,1562,3,103,Bengaluru
Devanahalli,4 Bedroom,5000,5,395,Bengaluru
Babusapalaya,6 Bedroom,810,5,95,Bengaluru
Ramamurthy Nagar,2 BHK,1200,2,42,Bengaluru
Kasavanhalli,3 BHK,1555,3,82.5,Bengaluru
KR Puram,2 Bedroom,1550,2,71,Bengaluru
Whitefield,2 BHK,1190,2,67,Bengaluru
Chikkalasandra,2 BHK,1070,2,50,Bengaluru
Sarjapur  Road,,1200 - 2400,,28.785,Bengaluru
Jalahalli East,2 BHK,1020,2,42.48,Bengaluru
Yelahanka,3 BHK,1610,3,115,Bengaluru
Prestige Sunrise,1 BHK,700,1,41,Bengaluru
Akshaya Vana,3 BHK,1300,2,49,Bengaluru
Hebbal,2 BHK,1420,2,123,Bengaluru
Vidyaranyapura,9 Bedroom,1200,9,100,Bengaluru
Hebbal,3 BHK,1069,3,65.4,Bengaluru
Marathahalli,3 BHK,1900,3,123,Bengaluru
Old Airport Road,2 BHK,1655,2,97.65,Bengaluru
Uttarahalli,2 BHK,1155,2,40.42,Bengaluru
Sarjapur  Road,3 BHK,1300,2,70,Bengaluru
Electronic City,2 BHK,1100,2,45,Bengaluru
Doddathoguru,2 BHK,1030,2,42,Bengaluru
Vittasandra,2 BHK,2105,2,70.2,Bengaluru
Bhoganhalli,3 BHK,1700,3,126,Bengaluru
Jakkur,3 BHK,1760,3,139,Bengaluru
Kadugodi,9 Bedroom,6200,9,200,Bengaluru
1st Stage Indira Nagar,2 BHK,1400,2,67,Bengaluru
Srigandada Kaval,2 BHK,1200,2,53,Bengaluru
Bannerghatta Road,2 BHK,912,2,55,Bengaluru
Whitefield,2 BHK,1102,2,48,Bengaluru
Channasandra Layout,3 BHK,1535,3,55,Bengaluru
Haralur Road,2 BHK,1243,2,46,Bengaluru
Jigani,2 BHK,918,2,63.2,Bengaluru
Begur Road,3 BHK,1500,2,70,Bengaluru
Mathikere Extension,3 Bedroom,3000,3,250,Bengaluru
Kasavanhalli,3 BHK,1476,3,89,Bengaluru
Mysore Road,2 BHK,1200,2,65,Bengaluru
Vijayanagar,1 BHK,606,1,34.78,Bengaluru
Viswajit Layout,2 BHK,1100,2,61,Bengaluru
Garudachar Palya,3 BHK,1295,2,59.5,Bengaluru
Neeladri Nagar,1 BHK,527,1,26,Bengaluru
OMBR Layout,2 BHK,1300,2,80,Bengaluru
Bommanahalli,3 Bedroom,680,4,68,Bengaluru
Adityanagar,1 Bedroom,1260,1,41,Bengaluru
Koramangala,2 BHK,1140,2,75.2,Bengaluru
BDS Layout,1 Bedroom,1500,1,37.5,Bengaluru
Whitefield,3 BHK,2321,4,128,Bengaluru
Sarjapur  Road,2 BHK,1390,2,62,Bengaluru
Sarjapur  Road,3 BHK,1725,3,90,Bengaluru
Hebbal,4 BHK,3067,4,310,Bengaluru
Hennur Road,3 BHK,1186,2,63,Bengaluru
Kanakpura Road,2 BHK,1230,2,85,Bengaluru
 Mysore Highway,1 BHK,600,1,17,Bengaluru
Yeshwanthpur,3 BHK,1313,3,96,Bengaluru
TC Palaya,2 Bedroom,900,2,55,Bengaluru
Ambalipura,2 BHK,1250,2,66.25,Bengaluru
HBR Layout,9 Bedroom,1200,6,280,Bengaluru
Binny Pete,1 BHK,660,1,54,Bengaluru
Basavangudi,2 BHK,1036,2,105,Bengaluru
Koramangala,4 BHK,2700,4,450,Bengaluru
Old Madras Road,2 BHK,1100,2,70,Bengaluru
Devanahalli,,1500 - 2400,,46.8,Bengaluru
BTM 2nd Stage,4 Bedroom,1500,2,450,Bengaluru
Singasandra,4 Bedroom,525,5,56,Bengaluru
Electronics City Phase 1,2 BHK,1015,2,56,Bengaluru
Gottigere,1 Bedroom,812,1,26,Bengaluru
Narayana Nagar 1st Block,3 BHK,1360,2,65,Bengaluru
Nehru Nagar,3 BHK,2167,3,170,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1200,2,35,Bengaluru
Gopalkrishna Nagar,2 BHK,1165,2,75,Bengaluru
BTM 2nd Stage,2 BHK,1274,2,70,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1151,2,39.02,Bengaluru
Vidyaranyapura,6 Bedroom,1060,6,110,Bengaluru
Thubarahalli,3 BHK,1626,2,120,Bengaluru
Banashankari Stage V,2 BHK,1035,2,35.77,Bengaluru
Shanthi Layout,3 Bedroom,1272,4,75,Bengaluru
Jeevan bima nagar,2 BHK,965,2,45,Bengaluru
Esther Enclave Layout,5 Bedroom,1600,5,140,Bengaluru
Kothannur,2 BHK,1070,2,42.79,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1570,2,65,Bengaluru
Volagerekallahalli,2 BHK,117Sq. Yards,2,38,Bengaluru
Keerthi Layout,2 BHK,780,2,25,Bengaluru
Ganga Nagar Extension,3 BHK,1000,2,65,Bengaluru
9th Phase JP Nagar,4 Bedroom,1200,3,188,Bengaluru
Tindlu,7 Bedroom,7500,7,400,Bengaluru
5th Phase JP Nagar,3 BHK,1700,2,100,Bengaluru
Haralur Road,3 BHK,1850,3,110,Bengaluru
Kereguddadahalli,2 BHK,904,2,30,Bengaluru
Shikaripalya,2 BHK,1121,2,43.72,Bengaluru
7th Phase JP Nagar,3 BHK,1385,2,58.17,Bengaluru
Sahakara Nagar,2 BHK,1270,2,69.85,Bengaluru
Kanakpura Road,3 BHK,1450,3,56,Bengaluru
Huttanahalli,3 Bedroom,2400,4,325,Bengaluru
Mahadevpura,1 BHK,730,1,35,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1580,3,53.56,Bengaluru
Thanisandra,2 BHK,1111,2,50,Bengaluru
Kengeri,4 Bedroom,1125,2,88,Bengaluru
Varthur,2 BHK,977,2,36,Bengaluru
Gunjur Palya,2 BHK,674,1,19.9,Bengaluru
Nagarbhavi,3 Bedroom,600,3,83,Bengaluru
Sarjapur,4 Bedroom,2540,4,115,Bengaluru
Jakkur,2 BHK,1290,2,100,Bengaluru
Kumaraswami Layout,3 Bedroom,600,3,98,Bengaluru
Abbigere,2 BHK,795,2,32.54,Bengaluru
Kanakpura Road,2 BHK,700,1,35,Bengaluru
Ambedkar Colony,2 BHK,1463,1,142,Bengaluru
Vijayanagar,3 Bedroom,1000,3,140,Bengaluru
Reliable Woods Layout,3 BHK,1306,2,58,Bengaluru
4th T block Jayanagar,3 BHK,2401,3,185,Bengaluru
Bommenahalli,4 Bedroom,1670,3,135,Bengaluru
Jayanagar,3 BHK,1875,2,235,Bengaluru
Marsur,3 Bedroom,1200,3,90,Bengaluru
Dodda Nekkundi,3 BHK,1804,3,121,Bengaluru
1st Phase JP Nagar,3 BHK,2065,4,210,Bengaluru
Hoskote,3 BHK,1225,3,40,Bengaluru
Thanisandra,2 BHK,934 - 1437,2,58.68,Bengaluru
Bellandur,2 BHK,900,2,56,Bengaluru
Binny Pete,2 BHK,1350,2,91,Bengaluru
Kaggalipura,1 BHK,700,1,36,Bengaluru
Mysore Road,2 BHK,980 - 1030,2,35.175,Bengaluru
Poorna Pragna Layout,2 BHK,1160,2,46.39,Bengaluru
Hennur Road,3 BHK,1680,3,99.27,Bengaluru
LB Shastri Nagar,2 BHK,1043,2,55,Bengaluru
Hoskote,4 Bedroom,1200,4,120,Bengaluru
Hebbal,2 BHK,1040,2,46,Bengaluru
Tindlu,3 BHK,1357,2,65,Bengaluru
Nayandanahalli,7 Bedroom,1600,7,104,Bengaluru
Vibhutipura Extension,2 BHK,1225,2,47,Bengaluru
Sunkadakatte,9 Bedroom,1500,6,80,Bengaluru
Yelachenahalli,2 BHK,1130,2,40,Bengaluru
Basavangudi,4 Bedroom,2500,4,150,Bengaluru
Sultan Palaya,3 BHK,1700,3,120,Bengaluru
Doddathoguru,3 BHK,1549,3,65,Bengaluru
Yeshwanthpur,2 BHK,1400,2,100,Bengaluru
Dodda Nekkundi,2 BHK,1080,2,50,Bengaluru
Ulsoor,2 BHK,1180,2,100,Bengaluru
Chandra Layout,7 Bedroom,780,7,150,Bengaluru
Domlur,3 BHK,1800,3,150,Bengaluru
Haralur Road,2 BHK,1225,2,67.38,Bengaluru
Chandra Layout,1 BHK,890,1,75,Bengaluru
Abbigere,2 BHK,1005,2,39.59,Bengaluru
Whitefield,2 BHK,1320,2,95,Bengaluru
Anandapura,4 BHK,1475,2,50,Bengaluru
Kudlu Gate,3 BHK,1564 - 1850,,99.745,Bengaluru
Hagadur,2 BHK,1110,2,51,Bengaluru
Popular Colony,2 Bedroom,1300,2,54,Bengaluru
Vajarahalli,5 Bedroom,600,3,86,Bengaluru
Electronic City,2 BHK,1128,2,65.35,Bengaluru
Jakkur,2 BHK,1452.19,2,100,Bengaluru
8th block Koramangala,3 Bedroom,2400,3,290,Bengaluru
Banashankari,3 BHK,2600,4,135,Bengaluru
Sarakki Nagar,3 BHK,2500,4,325,Bengaluru
Sanjay nagar,2 BHK,630,1,35,Bengaluru
Hosa Road,2 BHK,1243,2,48.5,Bengaluru
Soundarya Layout,2 BHK,960,2,32,Bengaluru
"Banashankari 6th Stage ,Subramanyapura",3 BHK,1690,3,100,Bengaluru
Whitefield,2 BHK,735,2,35,Bengaluru
Banaswadi,2 BHK,1365,2,73,Bengaluru
Rajaji Nagar,5 BHK,2849,5,300,Bengaluru
Hebbal,2 BHK,1420,2,99.39,Bengaluru
Somasundara Palya,3 BHK,1570,3,68,Bengaluru
Bisuvanahalli,2 BHK,850,1,32,Bengaluru
7th Phase JP Nagar,3 BHK,1575,2,110,Bengaluru
Thigalarapalya,2 BHK,1418,2,104,Bengaluru
Uttarahalli,2 BHK,1050,2,42,Bengaluru
Hennur Road,2 BHK,1065,2,42.6,Bengaluru
Ulsoor,3 BHK,1340,3,90,Bengaluru
Yelahanka New Town,3 BHK,1610,3,92,Bengaluru
Electronic City Phase II,2 BHK,1160,2,33.5,Bengaluru
Kudlu,2 BHK,1092,2,44,Bengaluru
Parappana Agrahara,2 BHK,1194,2,47,Bengaluru
Yelahanka,3 BHK,1455,3,61.5,Bengaluru
Abbigere,1 BHK,734,1,19.82,Bengaluru
Samethanahalli,2 BHK,799,2,38,Bengaluru
Whitefield,3 BHK,1896,3,75,Bengaluru
Ardendale,2 BHK,1100,2,48,Bengaluru
Bellandur,2 BHK,1350,2,79,Bengaluru
Amarjyothi Colony,3 BHK,1355,3,61,Bengaluru
